0,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,stime,ltime,sintpkt,dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm
0,1,1,0.004585,568,320,31,29,0,0,2,743293.3125,418756.7813,4,4,0,0,0,0,142,80,0,0,1.655811,1.449098,1421946585,1421946585,1.177333,1.031667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,13,7,3,12,1,1,3
0,1,1,0.000851,130,162,31,29,0,0,1,611045.8125,761457.0625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421928594,1421928594,0.004,0.002,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,2,6,4,1,1,1
0,1,1,0.000956,130,162,31,29,0,0,1,543933.0625,677824.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421940429,1421940429,0.011,0.0069999999999999,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,3,2,1,1,1,1
0,3,3,0.096846,2646,24692,31,29,7,15,2,213369.6875,1993350.25,42,44,255,255,1170752407,3379491200,63,561,0,0,0.0,138.33297199999998,1421928472,1421928472,2.354366,2.238,0.000757,0.000608,0.000149,0,0,0.0,0.0,0.0,12,7,2,6,1,1,2
1,1,2,4e-06,114,0,254,0,0,0,1,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424244582,1424244582,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,38,38,38,38,38,21,38
0,3,3,1.132121,1684,10168,31,29,3,5,3,11051.82227,67865.53906,14,18,255,255,2682910725,2683896400,120,565,1,3924,8977.887902,7861.087194,1424245343,1424245345,87.059,66.567824,0.000599,0.000463,0.000136,0,0,1.0,0.0,0.0,1,1,2,6,1,1,3
0,3,3,1.688889,13766,548216,31,29,21,197,2,64937.36328,2590886.75,240,438,255,255,1680957471,3877247033,57,1252,0,0,507.112607,333.767743,1424257958,1424257960,7.06513,3.863497,0.000674,0.000536,0.000138,0,0,0.0,0.0,0.0,8,7,4,2,1,1,7
0,3,3,0.012912,2542,23278,31,29,7,14,2,1535935.625,14079307.0,40,42,255,255,2799458864,654382194,64,554,0,0,18.426167,17.785961,1421944520,1421944520,0.32259,0.300415,0.000722,0.000584,0.000138,0,0,0.0,0.0,0.0,3,12,2,2,1,1,1
0,3,3,0.83201,998,826,254,252,3,2,2,8797.97168,7153.7602540000025,12,10,255,255,2900869053,4167071327,83,83,0,0,4877.765525,113.388508,1421932245,1421932246,73.658456,85.04678100000002,0.126858,0.066582,0.0602759999999999,0,1,0.0,0.0,0.0,3,3,1,1,1,1,1
0,1,1,0.00112,146,178,31,29,0,0,1,521428.5625,635714.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424241239,1424241239,0.009,0.0069999999999999,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1,2,3,1,1,1
0,1,2,7.000000000000003e-06,264,0,60,0,0,0,1,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253085,1424253085,0.0069999999999999,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,28,28,23,23,23,23,28
0,3,3,0.446374,320,1992,31,29,1,2,5,4785.225098,31238.378910000003,6,8,255,255,1063613655,1261597218,53,249,0,0,6298.408927,155.713922,1424259085,1424259086,89.2102,63.69957,0.00063,0.000474,0.000156,0,0,0.0,0.0,0.0,2,2,3,7,1,1,2
0,3,3,0.514636,8928,320,31,29,4,1,5,128883.3359,4150.506348,14,6,255,255,1865417155,2513132625,638,53,0,0,3309.117002,136.25506299999998,1424221724,1424221725,39.587384,102.792203,0.000653,0.000529,0.000124,0,0,0.0,0.0,0.0,3,6,3,5,1,1,4
1,1,2,5e-06,114,0,254,0,0,0,1,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424246843,1424246843,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,28,28,18,18,15,15,32
0,3,3,1.005578,1580,10168,31,29,3,5,3,11527.69824,76405.80469,12,18,255,255,475521654,2621973525,132,565,1,3924,9529.845099,7674.278646,1421947026,1421947027,91.383455,59.124056,0.000589,0.000466,0.000123,0,0,1.0,0.0,0.0,3,3,2,3,1,1,1
0,3,3,0.291427,8928,320,31,29,4,1,5,227597.3125,7329.45166,14,6,255,255,3028052143,1217431532,638,53,0,0,1830.999223,73.689727,1421967371,1421967371,22.417462,58.156602,0.000653,0.0005139999999999,0.000139,0,0,0.0,0.0,0.0,5,5,5,4,1,1,3
0,1,1,0.001021,130,162,31,29,0,0,1,509304.625,634671.875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424246482,1424246482,0.005,0.006,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,1,3,5,2,1,2
0,3,3,0.01832,1540,1644,31,29,4,4,2,630567.6875,678165.9375,16,18,255,255,1169366708,1174694406,96,91,0,0,72.620468,2.2148950000000003,1421959905,1421959905,1.2,1.050529,0.000586,0.000458,0.000128,0,0,0.0,0.0,0.0,11,9,9,9,5,1,5
1,70,2,5e-06,200,0,254,0,0,0,2,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930687,1421930687,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,19,18,4,5,4,4,4
0,3,3,0.7797850000000001,7810,15068,31,29,30,32,2,79468.0625,153365.3594,122,126,255,255,1919717987,4066123421,64,120,0,0,437.100379,433.380824,1421960532,1421960533,6.441413,6.23412,0.000672,0.000513,0.000159,0,0,0.0,0.0,0.0,3,2,2,2,1,1,1
0,3,3,0.07937,4238,63878,31,29,7,30,2,421317.875,6351518.0,72,74,255,255,3306075481,3306362550,59,863,0,0,77.915758,77.26857199999998,1424228898,1424228898,1.112197,1.094556,0.00093,0.000553,0.000377,0,0,0.0,0.0,0.0,4,5,2,3,1,1,3
1,1,2,9e-06,114,0,254,0,0,0,1,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424240494,1424240494,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,22,22,10,10,10,6,22
0,1,1,0.001049,146,178,31,29,0,0,1,556720.6875,678741.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424252911,1424252911,0.009,0.0069999999999999,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,2,3,3,1,1,1
0,1,1,0.001673,528,304,31,29,0,0,2,1893604.25,1090257.0,4,4,0,0,0,0,132,76,0,0,0.5784130000000001,0.3118329999999999,1424257176,1424257176,0.412,0.223,0.0,0.0,0.0,0,0,0.0,0.0,0.0,7,5,3,3,1,1,4
0,1,1,0.00178,520,304,31,29,0,0,2,1752809.0,1024719.063,4,4,0,0,0,0,130,76,0,0,0.6354529999999999,0.309483,1421952415,1421952415,0.453333,0.224333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,12,6,5,11,1,1,5
0,1,1,0.0012369999999999,146,178,31,29,0,0,1,472109.9375,575586.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421966013,1421966013,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,3,5,6,1,1,2
0,3,3,0.018525,3302,35400,31,29,7,21,2,1399622.125,15014520.0,54,56,255,255,2126971774,2132840743,61,632,0,0,20.200497,19.350638,1424230274,1424230274,0.350231,0.327018,0.000638,0.000536,0.000102,0,0,0.0,0.0,0.0,5,6,3,3,1,1,2
0,3,3,0.8386299999999999,37478,3276,31,29,18,8,4,350648.0625,30478.2793,52,40,255,255,2660604497,2719356039,721,82,0,0,1332.70249,43.26345300000001,1421944223,1421944224,16.436685999999998,21.489051,0.000707,0.000553,0.000154,0,0,0.0,0.0,0.0,1,1,6,7,1,1,5
0,3,3,1.113887,1580,10168,31,29,3,5,3,10406.80078,68976.47656,12,18,255,255,505593798,2651996621,132,565,1,3924,9589.827729,7721.782063,1424257878,1424257879,101.231452,65.491,0.000659,0.000537,0.000122,0,0,1.0,0.0,0.0,2,2,3,4,2,1,1
0,3,3,1.195868,1684,10168,31,29,3,5,3,10462.69336,64247.89453,14,18,255,255,2704684960,2707031542,120,565,1,3924,9003.59363,7882.649519,1421938178,1421938179,91.964154,70.311176,0.000708,0.000574,0.000134,0,0,1.0,0.0,0.0,2,2,5,5,1,1,1
0,3,3,0.01805,2230,13288,31,29,7,11,2,959556.8125,5725872.5,34,36,255,255,3995388949,1846109069,66,369,0,0,34.264309999999995,33.207925,1421936147,1421936147,0.536121,0.481714,0.001369,0.001185,0.000184,0,0,0.0,0.0,0.0,7,2,2,4,1,1,1
0,1,1,0.004671,568,312,31,29,0,0,2,729608.25,400770.7188,4,4,0,0,0,0,142,78,0,0,1.713556,1.517923,1421938519,1421938519,1.214667,1.078333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,11,2,3,1,1,2
0,3,3,1.220839,1684,10168,31,29,3,5,3,10248.68945,62933.76953,14,18,255,255,455848422,540274762,120,565,1,3924,8920.517818,7810.314425,1421964607,1421964608,93.881536,71.781529,0.000727,0.000549,0.000178,0,0,1.0,0.0,0.0,2,2,2,3,1,1,1
0,1,1,0.004835,568,312,31,29,0,0,2,704860.4375,387176.8438,4,4,0,0,0,0,142,78,0,0,1.7606990000000002,1.5351290000000002,1421952944,1421952944,1.252,1.095,0.0,0.0,0.0,0,0,0.0,0.0,0.0,13,13,6,5,1,1,4
0,3,3,1.0109860000000002,1684,10168,31,29,3,5,3,12376.03711,75997.10156,14,18,255,255,1257193412,3403624844,120,565,1,3924,8762.139946,7675.244014,1424247285,1424247286,77.741538,59.437588,0.000666,0.000544,0.000122,0,0,1.0,0.0,0.0,2,1,2,1,1,1,1
0,1,2,4e-06,264,0,60,0,0,0,1,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253517,1424253517,0.004,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,38,38,23,23,23,23,38
0,1,1,0.001113,146,178,31,29,0,0,1,524708.0,639712.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421957262,1421957262,0.009,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,3,2,3,1,1,1
1,3,3,0.520522,1086,268,254,252,2,1,3,15031.06543,3442.697998,10,6,255,255,4090464403,2618620620,109,45,1,0,3363.7139450000004,159.718703,1424262005,1424262006,55.113333,95.778,0.10115,0.041627,0.059523,0,1,1.0,0.0,0.0,1,1,1,1,1,1,1
0,1,1,0.001015,146,178,31,29,0,0,1,575369.4375,701477.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421972225,1421972225,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,2,4,4,2,1,1
0,3,3,0.2449349999999999,37832,3380,31,29,19,8,4,1212795.25,107783.6953,54,42,255,255,2275152645,2280289845,701,80,0,0,480.73556900000005,16.748484,1424225410,1424225410,4.703712,5.95061,0.0010789999999999,0.000958,0.000121,0,0,0.0,0.0,0.0,1,1,1,8,1,1,1
0,1,1,0.001152,146,178,31,29,0,0,1,506944.4375,618055.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424248971,1424248971,0.009,0.0069999999999999,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1,5,3,2,1,1
0,1,1,0.001739,528,304,31,29,0,0,2,1821736.625,1048878.625,4,4,0,0,0,0,132,76,0,0,0.639931,0.2778989999999999,1424226418,1424226418,0.456,0.201,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6,5,5,7,1,1,4
1,1,2,9e-06,168,0,254,0,0,0,2,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424230203,1424230203,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,1,1,1,1
1,3,3,1.48065,564,354,254,252,2,1,2,2744.740479,1674.940063,10,8,255,255,657018056,721305175,56,44,0,0,9980.830369,294.186062,1424253980,1424253981,164.475222,202.230422,0.179672,0.065034,0.114638,0,1,0.0,0.0,0.0,6,1,3,4,1,1,1
0,3,3,0.042682,3806,51808,31,29,7,26,2,702310.125,9563563.0,64,66,255,255,2624553098,475273325,59,785,0,0,46.498352,43.467662,1424219985,1424219985,0.6940000000000001,0.647738,0.000695,0.00057,0.000125,0,0,0.0,0.0,0.0,5,6,3,3,1,1,1
0,3,3,0.695304,956,268,254,252,2,1,2,9906.458984,2577.290039,10,6,255,255,3960633548,2730609958,96,45,0,0,3896.478028,196.430391,1421928316,1421928316,73.333667,118.218398,0.2604869999999999,0.1042109999999999,0.156276,0,1,0.0,0.0,0.0,4,5,2,2,2,2,2
0,1,1,0.001042,146,178,31,29,0,0,1,560460.625,683301.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424238142,1424238142,0.01,0.0069999999999999,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,2,4,3,2,2,4
0,1,1,0.001066,146,178,31,29,0,0,1,547842.4375,667917.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424228388,1424228388,0.008,0.005,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1,2,2,1,1,1
0,3,3,0.011337,2542,21006,31,29,7,14,2,1749316.375,14470142.0,40,42,255,255,3434545281,1285265300,64,500,0,0,16.309483,14.905923,1424227098,1424227098,0.281641,0.26139,0.000746,0.000611,0.000135,0,0,0.0,0.0,0.0,13,9,5,5,1,1,3
0,3,3,0.026797,3598,45562,31,29,7,24,2,1056536.125,13382990.0,60,62,255,255,3611177333,1478137602,60,735,0,0,0.0,23.952621,1421963678,1421963678,0.448949,0.4300819999999999,0.000724,0.000558,0.000166,0,0,0.0,0.0,0.0,4,8,3,4,1,1,1
0,3,3,0.118789,4238,66552,31,29,7,30,2,281507.5313,4421487.0,72,74,255,255,1185911840,3331591322,59,899,0,0,102.818358,97.10589,1424246458,1424246458,1.691457,1.6416669999999998,0.000724,0.0005809999999999,0.000143,0,0,0.0,0.0,0.0,5,3,3,5,1,1,1
0,1,1,0.001727,536,304,31,29,0,0,2,1862188.75,1056166.75,4,4,0,0,0,0,134,76,0,0,0.602455,0.309478,1421960380,1421960380,0.43,0.225333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,12,10,5,1,1,4
0,1,1,0.00105,146,178,31,29,0,0,1,556190.5,678095.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424232023,1424232023,0.006,0.002,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,4,5,5,2,2,2
0,3,3,1.466137,1684,10168,31,29,3,5,3,8533.991211,52404.37891,14,18,255,255,3278430894,1129843650,120,565,1,3924,9874.153089,8640.954459999999,1424254214,1424254215,112.753079,86.213706,0.00063,0.0005,0.00013,0,0,1.0,0.0,0.0,1,2,1,2,1,1,1
1,1,2,1e-05,114,0,254,0,0,0,1,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238438,1424238438,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,38,38,26,26,26,14,38
0,3,3,0.05049,2558,23002,31,29,7,14,2,395325.8125,3557932.25,40,42,255,255,1276698592,1376074491,64,548,0,0,76.760683,73.795218,1421955492,1421955492,1.2862049999999998,1.218073,0.000709,0.000543,0.000166,0,0,0.0,0.0,0.0,4,12,2,2,1,1,1
0,3,3,2.1146700000000003,18162,1087890,31,29,2,370,3,68508.08594,4110076.75,340,746,255,255,1604350988,1605379575,53,1458,1,524288,336.917551,207.866395,1421958263,1421958265,6.237009,2.837787,0.000647,0.000515,0.000132,0,0,1.0,0.0,0.0,1,4,2,5,1,1,2
0,1,1,0.001085,146,178,31,29,0,0,1,538248.875,656221.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421950825,1421950825,0.012,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,5,2,1,1,1,1
0,3,3,0.184468,320,1948,31,29,1,2,5,11579.24414,73942.36719,6,8,255,255,3166752299,3350932895,53,244,0,0,2594.65322,64.03048000000001,1424243820,1424243820,36.8304,26.275572,0.000653,0.000535,0.000118,0,0,0.0,0.0,0.0,5,3,4,2,1,1,4
1,1,2,1e-05,704,0,254,0,0,0,2,281600000.0,0.0,2,0,0,0,0,0,352,0,0,0,0.0,0.0,1424238731,1424238731,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,11,11,3,3,2,1,11
0,3,3,1.664469,4518,150150,31,29,9,56,2,21407.42773,716206.8125,70,132,255,255,1492922525,3647763495,65,1138,0,0,5484.154893999998,3950.08666,1424249085,1424249087,24.470323,12.702259,0.000582,0.000469,0.000113,0,0,0.0,0.0,0.0,8,6,1,4,1,1,2
0,3,3,0.0064189999999999,4176,2456,31,29,7,7,2,4915407.0,2891416.0,18,18,255,255,2990451668,2990579783,232,136,0,0,18.919435,0.4946899999999999,1424242069,1424242069,0.359059,0.344882,0.000711,0.000551,0.00016,0,0,0.0,0.0,0.0,14,5,3,8,1,1,5
0,1,1,0.001041,146,178,31,29,0,0,1,560999.0625,683957.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424246852,1424246852,0.008,0.0069999999999999,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,1,5,1,1,1
0,3,3,0.371363,320,1986,31,29,1,2,5,5751.784668,37440.45313,6,8,255,255,1551985640,3800047260,53,248,0,0,5237.262425,129.411336,1424234107,1424234107,74.2094,52.97657,0.000642,0.000502,0.00014,0,0,0.0,0.0,0.0,5,8,8,5,1,1,9
0,1,1,0.001037,146,178,31,29,0,0,1,563163.0,686595.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424234683,1424234683,0.009,0.006,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,4,2,1,1,1,2
0,3,3,0.048998,8928,424,31,29,4,1,5,1353688.0,60573.90234,14,8,255,255,867972944,3107577712,638,53,0,0,401.87027,16.771406,1424254568,1424254568,3.769077,6.905428999999999,0.000645,0.0005139999999999,0.000131,0,0,0.0,0.0,0.0,3,3,6,6,1,1,4
0,1,1,0.004575,568,304,31,29,0,0,2,744918.0,398688.5,4,4,0,0,0,0,142,76,0,0,1.738543,1.440612,1421931036,1421931036,1.237333,1.026667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,2,1,1,1,1,1
0,3,3,0.525726,37222,3380,31,29,18,8,4,555528.875,50216.26953,52,42,255,255,437775149,2607052017,716,80,0,0,782.165125,25.517119,1421954084,1421954084,10.301333,12.809536,0.000665,0.00053,0.000135,0,0,0.0,0.0,0.0,2,1,4,2,1,1,1
0,1,1,0.0010279999999999,146,178,31,29,0,0,1,568093.375,692607.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421959474,1421959474,0.01,0.002,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,2,3,2,1,1,1
0,3,3,0.004755,3824,2456,31,29,7,7,2,6076971.5,3903259.75,18,18,255,255,4059857546,1913513036,212,136,0,0,13.232268,0.330351,1424250149,1424250149,0.261824,0.2509409999999999,0.000603,0.000488,0.0001149999999999,0,0,0.0,0.0,0.0,8,5,4,3,1,1,3
0,1,1,0.0012029999999999,146,178,31,29,0,0,1,485453.0625,591853.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421958587,1421958587,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,4,2,1,1,1,1
0,3,3,0.958485,718,354,254,252,2,1,2,5400.188965,2587.416504,10,8,255,255,787507669,764581878,72,44,0,0,6215.457936,183.940328,1424220297,1424220298,103.774778,124.71757,0.14885,0.085457,0.0633929999999999,0,1,0.0,0.0,0.0,3,3,1,1,1,1,3
0,3,3,0.00402,1032,822,31,29,2,2,3,1797015.0,1472636.875,8,10,255,255,3256364779,3261619700,129,82,1,82,32.771731,0.677342,1421927975,1421927975,0.520429,0.383111,0.000749,0.000567,0.000182,0,0,1.0,0.0,0.0,1,2,6,7,1,1,1
0,3,3,0.004171,1036,2262,31,29,4,4,2,1822105.125,3977943.0,12,12,255,255,1639496866,3785167826,86,189,0,0,17.640725,0.411027,1424253262,1424253262,0.348273,0.330818,0.000641,0.000523,0.000118,0,0,0.0,0.0,0.0,1,7,2,1,1,1,1
0,3,3,0.015818,2334,17466,31,29,7,12,2,1148059.125,8601340.0,36,38,255,255,2804935198,2805244409,65,460,0,0,29.07674,24.733951,1424255090,1424255090,0.432886,0.421889,0.000745,0.000621,0.000124,0,0,0.0,0.0,0.0,3,5,6,8,1,1,2
0,1,1,0.001062,130,162,31,29,0,0,1,489642.1563,610169.4375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424230525,1424230525,0.0069999999999999,0.0069999999999999,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,1,3,1,1,1
